ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,reason_start
2024-03-30T14:00:50Z,125600,A Vida Ta Demais Remix,Mc DB,trackdone
2024-03-30T14:04:03Z,204461,Pede pra Botar,Dj Win,trackdone
2024-03-30T14:15:32Z,177268,Ninguém é de Ninguém,Dj Lv Mdp,trackdone
2024-03-30T14:17:48Z,35229,Aperte o K,KaBuM!,trackdone
2024-03-30T14:20:35Z,169840,Cinderella,Future,fwdbtn
2024-03-30T14:20:39Z,12824,Friendly Fire (A Cappella),Linkin Park,trackdone
2024-03-30T14:21:37Z,57766,Ontic,Dylan Sitts,fwdbtn
2024-03-30T14:23:14Z,32480,Dia de Paz,Mc Vitin do LJ,fwdbtn
2024-03-30T14:25:46Z,155076,Os Cara do Momento,Dj Lv Mdp,clickrow
2024-03-30T14:26:09Z,31668,Age Dark,Type Beats,trackdone
2024-03-30T14:26:27Z,17937,You Suck (feat. Flo Rida) - Extended,BadVice DJ,clickrow
2024-03-30T14:28:03Z,96206,Perfil #91 - Fuck Fake,Pineapple StormTv,fwdbtn
2024-03-30T14:28:46Z,42722,Life Goes On,Lil Mosey,fwdbtn
2024-03-30T14:39:32Z,42520,Best Friend,Dj Lv Mdp,fwdbtn
2024-03-30T17:11:13Z,190,Doce Desejo,Lou Garcia,trackdone
2024-03-30T17:11:13Z,43997,Best Friend,Dj Lv Mdp,appload
2024-03-30T17:25:12Z,7945,Doce Desejo,Lou Garcia,appload
2024-03-30T17:26:10Z,58528,Bonde do Moço,DJ FAISCA,fwdbtn
2024-03-30T17:26:11Z,1240,Inabalável,LVCAS,clickrow
2024-03-30T17:26:13Z,2444,LYFE - GUITAR RMX,teefaygoo,clickrow
2024-03-30T17:26:15Z,0,Shukumei,Cursed Crown,fwdbtn
2024-03-30T17:26:20Z,5230,LYFE - GUITAR RMX,teefaygoo,backbtn
2024-03-30T17:26:25Z,4432,Shukumei,Cursed Crown,fwdbtn
2024-03-30T17:28:50Z,147692,Brisa Espacial,NIKK,clickrow
2024-03-30T17:29:03Z,22405,Não Me Importo Mais (Speed Up),thauã th,trackdone
2024-03-30T17:31:28Z,147692,Brisa Espacial,NIKK,backbtn
2024-03-30T17:33:40Z,27507,Não Me Importo Mais (Speed Up),thauã th,trackdone
2024-03-30T17:33:54Z,14900,Burn It Down,Marshmello,clickrow
2024-03-30T17:33:56Z,964,Não Me Importo Mais (Speed Up),thauã th,backbtn
2024-03-30T17:34:05Z,9363,Brisa Espacial,NIKK,backbtn
2024-03-30T17:36:01Z,114727,TIPO WHIRUS,MHRAP,clickrow
2024-03-30T17:36:07Z,4750,SÃO PAULO DRIFT,Dj Grafxp,clickrow
2024-03-30T17:39:43Z,169846,Confessa,Dj Win,clickrow
2024-03-30T17:42:12Z,158039,Pede pra Botar,Dj Win,trackdone
2024-03-30T17:44:54Z,161478,Ninguém é de Ninguém,Dj Lv Mdp,clickrow
2024-03-30T17:47:37Z,166111,Quicada Bruta,Explode Nova Era,clickrow
2024-03-30T17:47:37Z,8638,Pastel de Frango,Silva MC,trackdone
2024-03-30T17:49:59Z,141366,Confessa,Dj Win,clickrow
2024-03-30T18:29:44Z,28480,Confessa,Dj Win,appload
2024-03-30T18:30:45Z,61147,Pede pra Botar,Dj Win,trackdone
2024-03-30T18:42:08Z,33967,Confessa,Dj Win,backbtn
2024-03-30T21:32:23Z,2280,SÃO PAULO DRIFT,Dj Grafxp,clickrow
2024-03-30T21:35:34Z,188305,SÃO PAULO DRIFT,Dj Grafxp,remote
2024-03-30T21:39:01Z,206768,Ta Com Raiva de Quem,DJ Guina,trackdone
2024-03-30T21:40:26Z,84922,MINHA RAIVA,TRXVELER,trackdone
2024-03-30T21:42:59Z,153715,Kamylinha,Gabb MC,trackdone
2024-03-30T21:45:57Z,177137,Hoje Eu Quero Trair a Minha Namorada,DJ NEGRESKO,fwdbtn
2024-03-30T21:46:14Z,17227,Tropa do Homem,Jall,trackdone
2024-03-30T21:49:02Z,166153,Quicada Bruta,Explode Nova Era,clickrow
2024-03-30T21:50:52Z,91328,Pastel de Frango,Silva MC,trackdone
2024-03-30T21:51:06Z,13462,TUMBÁTUM,Tropa do Bruxo,fwdbtn
2024-03-30T21:51:43Z,35722,Sr. & Sra. Slime,Dascar,clickrow
2024-03-30T21:51:44Z,941,Bi de Balada,Brabas,clickrow
2024-03-30T21:55:07Z,201230,Set Dj Faísca,DJ FAISCA,clickrow
2024-03-30T21:57:27Z,140307,É Melhor pra Mim,MC Tairon,trackdone
2024-03-30T21:59:15Z,107999,Bi de Balada,Brabas,trackdone
2024-03-30T22:01:50Z,155076,Culpa Sua,MC Braz,trackdone
2024-03-30T22:04:07Z,136614,Vou Voltar Nada,MC Braz,trackdone
2024-03-30T22:06:06Z,119076,Saboreei,Mc Gabzin,trackdone
2024-03-30T22:08:45Z,158847,Tokyo Revoada,Mc Maha,trackdone
2024-03-30T22:12:21Z,215999,House Party,MC Braz,trackdone
2024-03-30T22:14:54Z,152537,Outro Tbt,MC Tairon,trackdone
2024-03-30T22:17:17Z,143076,Entre Todas,Mc Gabzin,trackdone
2024-03-30T22:18:47Z,89307,Belligol,Nolly,trackdone
2024-03-30T22:20:33Z,106371,Divórcio,Mc Rodrigo do CN,trackdone
2024-03-30T22:22:09Z,95999,"Aqui e Só Prazer Amor, Eu Vou Tacar Eu Vou Ralar",DJ MT SILVÉRIO,trackdone
2024-03-30T22:24:50Z,160678,Bad,MC Luan da BS,trackdone
2024-03-30T22:27:04Z,134052,"Ritmadinha do Hg, Pt. 5",DJ JOTA ORIGINAL,trackdone
2024-03-30T22:29:26Z,142153,Escolha Minha,MC Tairon,trackdone
2024-03-30T22:31:57Z,151384,Tentar Me Evitar,MC Braz,trackdone
2024-03-30T22:34:19Z,141975,Imagina Só,MC Zaquin,trackdone
2024-03-30T22:37:07Z,167591,Rebola Gostoso no Pai,Mc DB,trackdone
2024-03-30T22:39:47Z,159230,Tu Sentando,MC L da Vinte,trackdone
2024-03-30T22:42:01Z,134768,Malandro é Malandro,Mc Gabzin,trackdone
2024-03-30T22:44:16Z,134748,Obra de Arte,Mc Gabzin,trackdone
2024-03-30T22:46:51Z,155076,Vai Cavalona,Mc Gabzin,trackdone
2024-03-30T22:49:09Z,138461,Escolhe a Posição,Mc Gabzin,trackdone
2024-03-30T22:51:11Z,121845,Primeira Vez,Mc Gabzin,trackdone
2024-03-30T22:53:11Z,119999,Só de Raiva,Mc Gabzin,trackdone
2024-03-30T22:55:43Z,151384,Vida de Balada,Mc Vitera,trackdone
2024-03-30T22:59:21Z,217845,Noite Bandida,Dj Luizin,trackdone
2024-03-30T23:01:17Z,116307,Aquariano Nato,MC Saci,trackdone
2024-03-30T23:01:23Z,6438,A Internet É Toxica,Dj Lc,trackdone
2024-03-30T23:04:33Z,188307,SÃO PAULO DRIFT,Dj Grafxp,clickrow
2024-03-30T23:08:00Z,206768,Ta Com Raiva de Quem,DJ Guina,trackdone
2024-03-30T23:08:05Z,5456,MINHA RAIVA,TRXVELER,trackdone
2024-03-30T23:08:27Z,21000,Kamylinha,Gabb MC,fwdbtn
2024-03-30T23:11:25Z,177137,Hoje Eu Quero Trair a Minha Namorada,DJ NEGRESKO,fwdbtn
2024-03-30T23:12:17Z,52591,Tropa do Homem,Jall,trackdone
2024-03-30T23:12:48Z,30640,Tropa do Homem,Jall,remote
2024-03-30T23:29:05Z,16312,Tropa do Homem,Jall,appload
2024-03-30T23:29:12Z,6790,Drink Azul 2 (feat. TcheloBeats),Lil Chainz,clickrow
2024-03-30T23:31:47Z,157129,Preferências,REAL PS,clickrow
2024-03-30T23:33:52Z,136615,Pole,Aklipe44,trackdone
2024-03-30T23:36:19Z,158492,Buque de Flor,eukakaziin,trackdone
2024-03-30T23:38:42Z,155200,Pique Raul,Aimar,trackdone
2024-03-30T23:40:42Z,129678,Me Chama De Puto,Pedro Lotto,trackdone
2024-03-30T23:41:24Z,39585,Me Chama De Puto,Pedro Lotto,remote
2024-03-30T23:44:57Z,212458,Drink Azul 2 (feat. TcheloBeats),Lil Chainz,trackdone
2024-03-30T23:47:59Z,182438,Eu volto,guias777,trackdone
2024-03-30T23:50:27Z,147691,Brisa Espacial,NIKK,trackdone
2024-03-30T23:53:49Z,202713,GRAMMY (999),Jovem SANN,trackdone
2024-03-30T23:56:24Z,154303,Prazer,Dascar,trackdone
2024-03-30T23:59:02Z,158494,amar não é assim,measyou,trackdone
2024-03-31T00:01:18Z,135437,VITRINES,REAL PS,trackdone
2024-03-31T00:03:26Z,127999,Red Dot,Yunk Vino,trackdone
2024-03-31T00:03:32Z,6825,Bonnie & Clyde,KAS!,trackdone
2024-03-31T00:05:00Z,86145,Tu Me Ganhou,Ruankkj,fwdbtn
2024-03-31T00:07:59Z,179571,Tarot,Realygust,trackdone
2024-03-31T00:10:04Z,124195,Simulação,Pedro Lotto,trackdone
2024-03-31T02:43:57Z,225058,Cintura Covarde - RIMAR 9,Boca,trackdone
2024-03-31T02:46:20Z,136615,Vou Voltar Nada,MC Braz,clickrow
2024-03-31T02:48:07Z,119076,Saboreei,Mc Gabzin,trackdone
2024-03-31T02:50:33Z,158847,Tokyo Revoada,Mc Maha,trackdone
2024-03-31T02:53:57Z,215999,House Party,MC Braz,trackdone
2024-03-31T02:54:58Z,71911,Outro Tbt,MC Tairon,trackdone
2024-03-31T02:55:52Z,52910,De 10 Mulher 11 É Maluca,MC Saci,clickrow
2024-03-31T02:59:00Z,188307,SÃO PAULO DRIFT,Dj Grafxp,fwdbtn
2024-03-31T03:02:14Z,206769,Ta Com Raiva de Quem,DJ Guina,trackdone
2024-03-31T03:03:27Z,84923,MINHA RAIVA,TRXVELER,trackdone
2024-03-31T03:06:48Z,212307,Kamylinha,Gabb MC,trackdone
2024-03-31T03:48:41Z,24251,Hoje Eu Quero Trair a Minha Namorada,DJ NEGRESKO,trackdone
2024-03-31T13:39:21Z,159202,Eu volto,guias777,clickrow
2024-03-31T13:41:18Z,43680,Prazer,Dascar,clickrow
2024-03-31T13:44:48Z,212459,Drink Azul 2 (feat. TcheloBeats),Lil Chainz,clickrow
2024-03-31T13:59:17Z,182439,Eu volto,guias777,trackdone
2024-03-31T14:01:32Z,147692,Brisa Espacial,NIKK,trackdone
2024-03-31T14:12:29Z,154303,Prazer,Dascar,trackdone
2024-03-31T14:23:02Z,41544,VITRINES,REAL PS,trackdone
2024-03-31T14:39:48Z,49731,VITRINES,REAL PS,appload
2024-03-31T14:39:49Z,1550,Eu volto,guias777,clickrow
2024-03-31T14:39:52Z,2694,Drink Azul 2 (feat. TcheloBeats),Lil Chainz,clickrow
2024-03-31T14:45:07Z,157129,Preferências,REAL PS,clickrow
2024-03-31T14:45:21Z,23328,Pole,Aklipe44,trackdone
2024-03-31T14:48:08Z,169846,Confessa,Dj Win,clickrow
2024-03-31T14:51:35Z,175037,Pede pra Botar,Dj Win,trackdone
2024-03-31T14:55:06Z,213771,Quicada Bruta,Explode Nova Era,clickrow
2024-03-31T14:55:21Z,24816,MINHA RAIVA,TRXVELER,trackdone
2024-03-31T14:55:24Z,2097,Quicada Bruta,Explode Nova Era,backbtn
2024-03-31T14:58:54Z,48762,Ta Com Raiva de Quem,DJ Guina,clickrow
2024-03-31T14:58:55Z,984,SÃO PAULO DRIFT,Dj Grafxp,clickrow
2024-03-31T15:01:59Z,188307,SÃO PAULO DRIFT,Dj Grafxp,clickrow
2024-03-31T15:03:42Z,111456,Ta Com Raiva de Quem,DJ Guina,trackdone
2024-03-31T15:06:25Z,166153,Quicada Bruta,Explode Nova Era,clickrow
2024-03-31T15:06:58Z,41864,MINHA RAIVA,TRXVELER,trackdone
2024-03-31T15:09:14Z,57661,TUMBÁTUM,Tropa do Bruxo,clickrow
2024-03-31T15:12:34Z,176939,Confessa,Dj Win,fwdbtn
2024-03-31T15:15:46Z,204461,Pede pra Botar,Dj Win,trackdone
2024-03-31T15:18:33Z,177268,Ninguém é de Ninguém,Dj Lv Mdp,trackdone
2024-03-31T15:20:16Z,7648,Malandro é Malandro,Mc Gabzin,trackdone
2024-03-31T15:20:24Z,8198,Tropa do Homem,Jall,clickrow
2024-03-31T15:22:23Z,117652,Pique Raul,Aimar,clickrow
2024-03-31T15:22:23Z,0,Preferências,REAL PS,clickrow
2024-03-31T15:24:11Z,110628,Pole,Aklipe44,clickrow
2024-03-31T15:30:18Z,158492,Buque de Flor,eukakaziin,trackdone
2024-03-31T15:32:26Z,129354,Pique Raul,Aimar,trackdone
2024-03-31T15:35:10Z,138461,Escolhe a Posição,Mc Gabzin,clickrow
2024-03-31T15:37:01Z,121846,Primeira Vez,Mc Gabzin,trackdone
2024-03-31T15:38:48Z,120000,Só de Raiva,Mc Gabzin,trackdone
2024-03-31T15:41:07Z,151384,Vida de Balada,Mc Vitera,trackdone
2024-03-31T15:44:27Z,2332,Aquariano Nato,MC Saci,trackdone
2024-03-31T15:44:27Z,211394,Noite Bandida,Dj Luizin,trackdone
2024-03-31T15:47:32Z,188307,SÃO PAULO DRIFT,Dj Grafxp,clickrow
2024-03-31T15:50:47Z,206769,Ta Com Raiva de Quem,DJ Guina,trackdone
2024-03-31T15:53:21Z,166153,Quicada Bruta,Explode Nova Era,trackdone
2024-03-31T15:54:01Z,49229,MINHA RAIVA,TRXVELER,trackdone
2024-03-31T15:56:45Z,162963,Hoje Eu Quero Trair a Minha Namorada,DJ NEGRESKO,clickrow
2024-03-31T16:05:00Z,72248,Somebody That I Used To Know,Gotye,clickrow
2024-03-31T16:05:07Z,6026,TIPO WHIRUS,MHRAP,clickrow
2024-03-31T16:08:36Z,212459,Drink Azul 2 (feat. TcheloBeats),Lil Chainz,clickrow
2024-03-31T16:11:27Z,182439,Eu volto,guias777,trackdone
2024-03-31T16:13:42Z,147692,Brisa Espacial,NIKK,trackdone
2024-03-31T16:16:04Z,154303,Prazer,Dascar,trackdone
2024-03-31T16:18:50Z,116035,VITRINES,REAL PS,trackdone
2024-03-31T16:21:28Z,157434,Roça Trap Toco a Xota Dela,Omni Black,clickrow
2024-03-31T16:25:06Z,219115,Cintura Covarde - RIMAR 9,Boca,clickrow
2024-03-31T16:25:06Z,0,Fuck 12,Reid,trackdone
2024-03-31T16:27:25Z,142080,Racks,Yunk Vino,clickrow
2024-03-31T16:29:05Z,112131,Cyberpunk,Yunk Vino,trackdone
2024-03-31T16:32:30Z,217447,Margiela,MC Igu,trackdone
2024-03-31T16:34:35Z,137004,Aldeia Records Presents: Hortelã,JayA Luuck,trackdone
2024-03-31T16:53:13Z,121535,Odio no Olhar,Cacaa,trackdone
2024-03-31T19:18:20Z,14586,Odio no Olhar,Cacaa,remote
2024-03-31T19:18:28Z,8233,0.5,Gagui Tatto,trackdone
2024-03-31T19:18:34Z,5127,Pede pra Botar,Dj Win,clickrow
2024-03-31T19:21:43Z,188306,SÃO PAULO DRIFT,Dj Grafxp,clickrow
2024-03-31T19:24:15Z,151384,"Ei, Você Aí (Princesa)",Mc Gabzin,trackdone
2024-03-31T19:26:47Z,151384,Rolê na City,Mc Anjim,trackdone
2024-03-31T19:28:50Z,123691,Joga o Bundão,Bero Costa DJ,trackdone
2024-03-31T19:31:05Z,134768,Na Onda,MC Josh,trackdone
2024-03-31T19:32:41Z,95999,Sempre Que a Bad Bater,Mc Gabzin,trackdone
2024-03-31T19:34:28Z,107076,Toda Vez Que Você Passa,DJ Swat,trackdone
2024-03-31T19:35:55Z,87364,A Vida Ta Demais X É Com os Meninos de Amsterdã,Mc DB,trackdone
2024-03-31T19:38:28Z,150230,Mostra Habilidade,Doug Hits,fwdbtn
2024-03-31T19:41:45Z,197615,Replay,MC Zaquin,trackdone
2024-03-31T19:44:20Z,154845,Pede Tapa,MC Luan da BS,trackdone
2024-03-31T19:46:27Z,126968,Cara Dura,MC L da Vinte,trackdone
2024-03-31T19:49:38Z,190153,Quatro É Par,MC Vitin LC,trackdone
2024-03-31T19:52:42Z,184614,Perfume de Bandido,MC Vitin LC,trackdone
2024-03-31T19:54:32Z,109845,ELA GOSTA ASSIM DO VAGABUNDO DO BOM,Mc Souza,trackdone
2024-03-31T19:56:58Z,146306,Profissão F0Da,Mc Delux,trackdone
2024-03-31T19:59:26Z,147067,Vida Que Segue,Mc Vitin do LJ,trackdone
2024-03-31T20:01:39Z,132922,Ela Quer Rolê,MC Vitin LC,trackdone
2024-03-31T20:03:28Z,108922,"Ata, tá bom",Mc Gabzin,trackdone
2024-03-31T20:05:45Z,137076,Bandida,MC Gueguel,trackdone
2024-03-31T20:08:05Z,140306,Solto no Complexo,MC Vitin LC,trackdone
2024-03-31T20:10:19Z,133845,Última Vez,MC Tairon,trackdone
2024-03-31T20:13:27Z,187824,After na Favela,MC Luan da BS,trackdone
2024-03-31T20:14:59Z,92496,Eu Catuquei,MC Zaquin,trackdone
2024-03-31T20:17:17Z,137076,Vulgo Malvada,MC Tairon,fwdbtn
2024-03-31T20:19:36Z,138345,Não Vai Ter Fim,Mc Vitin Da Igrejinha,trackdone
2024-03-31T20:21:38Z,121845,Brigas Banais,MC Luan da BS,trackdone
2024-03-31T20:22:04Z,25889,Minha Bitch,Mc Gabzin,trackdone
2024-03-31T20:24:40Z,155076,Desenhar,Mc Gabzin,fwdbtn
2024-03-31T20:26:44Z,123791,Que Saudade de Você,Mc Kaio,trackdone
2024-03-31T20:29:06Z,142221,Vida Tá Demais,Mc DB,trackdone
2024-03-31T21:06:31Z,8254,Stories das Gostosas,Mc J Mito,trackdone
2024-03-31T21:09:20Z,169846,Confessa,Dj Win,clickrow
2024-03-31T21:12:32Z,204461,Pede pra Botar,Dj Win,trackdone
2024-03-31T21:15:18Z,177268,Ninguém é de Ninguém,Dj Lv Mdp,trackdone
2024-03-31T21:18:16Z,190153,Quatro É Par,MC Vitin LC,trackdone
2024-03-31T21:20:30Z,146307,Profissão F0Da,Mc Delux,trackdone
2024-03-31T21:22:07Z,108923,"Ata, tá bom",Mc Gabzin,trackdone
2024-03-31T21:28:18Z,140307,Solto no Complexo,MC Vitin LC,trackdone
2024-03-31T21:30:20Z,133846,Última Vez,MC Tairon,trackdone
2024-03-31T21:33:15Z,187825,After na Favela,MC Luan da BS,trackdone
2024-03-31T21:34:17Z,72659,Vulgo Malvada,MC Tairon,trackdone
2024-03-31T21:36:22Z,124878,2 Minutos,Tillmann,clickrow
2024-03-31T21:38:51Z,161822,GIRL,Fontes,trackdone
2024-03-31T21:40:36Z,116883,MALUCA,Lucas Hype,trackdone
2024-03-31T21:43:03Z,158608,DO ZERO,Nagalli,trackdone
2024-03-31T21:45:28Z,157129,Preferências,REAL PS,trackdone
2024-03-31T21:47:33Z,136615,Pole,Aklipe44,trackdone
2024-03-31T21:49:59Z,158492,Buque de Flor,eukakaziin,trackdone
2024-03-31T21:52:22Z,155200,Pique Raul,Aimar,trackdone
2024-03-31T21:54:41Z,149688,Me Chama De Puto,Pedro Lotto,trackdone
2024-03-31T21:54:48Z,5110,Winter (L'Inverno) Op.8 No.4 F Minor: Allegro Non Molto,Baroque Festival Orchestra,clickrow
2024-03-31T21:58:50Z,212459,Drink Azul 2 (feat. TcheloBeats),Lil Chainz,clickrow
2024-03-31T22:01:41Z,182439,Eu volto,guias777,trackdone
2024-03-31T22:03:56Z,147692,Brisa Espacial,NIKK,trackdone
2024-03-31T22:06:19Z,154303,Prazer,Dascar,trackdone
2024-03-31T22:08:22Z,135437,VITRINES,REAL PS,trackdone
2024-03-31T22:11:55Z,224847,Tipo Sasukezin,MHRAP,trackdone
2024-03-31T22:19:35Z,77090,Tarot,Realygust,trackdone
2024-03-31T23:19:27Z,20160,Solto no Complexo,MC Vitin LC,clickrow
2024-03-31T23:21:33Z,4200,Tropa do Homem,Jall,clickrow
2024-03-31T23:21:43Z,7480,A Internet É Toxica,Dj Lc,clickrow
2024-03-31T23:25:04Z,3410,De 10 Mulher 11 É Maluca,MC Saci,fwdbtn
2024-03-31T23:25:09Z,4250,Pede pra Botar,Dj Win,clickrow
2024-03-31T23:25:17Z,8010,Ninguém é de Ninguém,Dj Lv Mdp,fwdbtn
2024-03-31T23:50:08Z,29450,Última Vez,MC Tairon,clickrow
2024-03-31T23:50:13Z,3870,Virou Meu Vício,Tropa do Bruxo,clickrow
2024-03-31T23:50:21Z,6860,Hoje É Seu Dia,MC Tairon,clickrow
2024-03-31T23:50:26Z,3540,Ritmada das Torcedoras,MC Rondom,clickrow
2024-03-31T23:53:10Z,9050,Favorita,MC Tairon,clickrow
2024-03-31T23:53:22Z,10570,Tô de Volta,Mc Dudu Sk,clickrow
2024-03-31T23:53:34Z,11110,Dona da Malícia,Mc Tolent,clickrow
2024-03-31T23:53:37Z,2440,Parado no Bailão,MC L da Vinte,clickrow
2024-04-01T00:01:47Z,9270,Maldita de Ex,Mc Leozin,clickrow
2024-04-01T00:01:54Z,5380,Minha Preferida,Mc Gabzin,clickrow
2024-04-01T00:02:02Z,1580,Imaturidade,MC Tairon,clickrow
2024-04-01T00:02:11Z,7393,Faz Isso Não,Mc DB,clickrow
2024-04-01T00:02:20Z,8340,Poxa Cupido,MC Tairon,clickrow
2024-04-01T00:07:58Z,15540,Jeito Canalha,MC Tairon,clickrow
2024-04-01T00:16:09Z,10290,Pode Descer Tranquila,MC Vitin LC,clickrow
2024-04-01T00:16:17Z,6820,Bad,MC Luan da BS,clickrow
2024-04-01T00:16:24Z,5130,Tentar Me Evitar,MC Braz,clickrow
2024-04-01T00:16:29Z,4720,Imagina Só,MC Zaquin,clickrow
2024-04-01T00:18:10Z,6220,Rebola Gostoso no Pai,Mc DB,fwdbtn
2024-04-01T00:18:21Z,10240,Obra de Arte,Mc Gabzin,clickrow
2024-04-01T00:18:27Z,5480,Vai Cavalona,Mc Gabzin,fwdbtn
2024-04-01T00:18:50Z,3660,Vida de Balada,Mc Vitera,clickrow
2024-04-01T00:25:32Z,35620,"Ata, tá bom",Mc Gabzin,clickrow
2024-04-01T00:25:51Z,17790,Melodia Sinistra - Kika Na Ponta Da Pik4,Dj Pikeno Mpc,clickrow
2024-04-01T00:26:05Z,12740,Ta Com Raiva de Quem,DJ Guina,clickrow
2024-04-01T00:26:12Z,5790,De 10 Mulher 11 É Maluca,MC Saci,clickrow
2024-04-01T01:32:28Z,16650,A Internet É Toxica,Dj Lc,clickrow
2024-04-01T01:32:35Z,5300,Conto os Dias,Lucas Mamede,clickrow
2024-04-01T01:32:40Z,3640,Best Part (feat. H.E.R.),Daniel Caesar,clickrow
2024-04-01T01:52:09Z,23850,Au de Cabeça,Natiruts,clickrow
2024-04-01T01:52:14Z,3660,Quatro Vezes Você,Capital Inicial,clickrow
2024-04-01T01:52:19Z,4120,Quem Sabe,Los Hermanos,clickrow
2024-04-01T01:52:23Z,2930,Como eu quero,Kid Abelha,clickrow
2024-04-01T01:52:29Z,5410,Toda Forma de Amor,Lulu Santos,clickrow
2024-04-01T01:52:50Z,2980,Pra Ser Sincero,Engenheiros Do Hawaii,clickrow
2024-04-01T01:53:01Z,9810,Energia,Florence Lil Flowers,clickrow
2024-04-01T01:53:11Z,9270,Tempestade,Florence Lil Flowers,clickrow
2024-04-01T01:55:41Z,79120,Beyblade,Florence Lil Flowers,clickrow
2024-04-01T01:56:01Z,18570,All I Want,Kodaline,clickrow
2024-04-01T01:56:07Z,5190,When It Breaks,Inhaler,clickrow
2024-04-01T01:56:20Z,12240,You Know Me Too Well,Nothing But Thieves,fwdbtn
2024-04-01T01:56:24Z,3720,Too Much To Ask,Arctic Monkeys,clickrow
2024-04-01T01:56:40Z,14930,Boys Don't Cry,The Cure,clickrow
2024-04-01T01:56:45Z,3290,Só Vc,Jamal,clickrow
2024-04-01T01:56:53Z,7450,Nem um Dia,Djavan,clickrow
2024-04-01T01:58:29Z,3240,Tired,beabadoobee,clickrow
2024-04-01T01:59:57Z,2820,Cafeína,VMZ,clickrow
2024-04-01T02:01:50Z,19900,Frágil Coração,Rodrigo Alarcon,clickrow
2024-04-01T02:26:20Z,14020,You Know Me Too Well,Nothing But Thieves,clickrow
2024-04-01T02:26:27Z,5860,How to Save a Life,The Fray,clickrow
2024-04-01T02:26:38Z,10000,Lies,MARINA,clickrow
2024-04-01T02:26:42Z,2640,A Room Up In The Sky (feat. The Marías),Eyedress,clickrow
2024-04-01T02:27:22Z,39450,Get You (feat. Kali Uchis),Daniel Caesar,fwdbtn
2024-04-01T02:27:30Z,6820,Dark Red,Steve Lacy,clickrow
2024-04-01T02:28:22Z,11230,Thinkin Bout You,Frank Ocean,clickrow
2024-04-01T02:29:03Z,4830,Spin Me Around,The Marías,clickrow
2024-04-01T02:29:12Z,7800,Schönefeld,Bathe,clickrow
2024-04-01T02:29:17Z,3280,Broken,Gorillaz,clickrow
2024-04-01T02:29:52Z,5080,Stevie Doesn't Wonder,Hotel Ugly,clickrow
2024-04-01T02:30:00Z,6030,Grandmother,Hotel Ugly,clickrow
2024-04-01T02:30:03Z,2560,Dancing With Your Ghost,Sasha Alex Sloan,clickrow
2024-04-01T02:30:06Z,1280,ULTRAVIOLET,Dutch Melrose,clickrow
2024-04-01T02:30:15Z,7510,serial liar,Gun Boi Kaz,clickrow
2024-04-01T02:30:17Z,1040,Wham Bam Shang-A-Lang,Silver,clickrow
2024-04-01T02:30:19Z,880,Hora de Aventura,Rodrigo Zin,clickrow
2024-04-01T02:30:54Z,6730,Language,Paperboy Fabe,clickrow
2024-04-01T02:30:58Z,2780,Bonfire,Roam,clickrow
2024-04-01T02:31:06Z,5830,crowns,Lukexi,clickrow
2024-04-01T02:31:11Z,4100,Price,PALASTIC,clickrow
2024-04-01T02:31:16Z,3440,Caught in a Dream,PALASTIC,clickrow
2024-04-01T02:31:31Z,13320,n y l a,blackbear,clickrow
2024-04-01T02:31:34Z,1660,You Should Know Where I’m Coming From,BANKS,clickrow
2024-04-01T02:31:39Z,4090,Easy,Faith No More,clickrow
2024-04-01T02:31:44Z,3750,All I Really Want Is You,The Marías,clickrow
2024-04-01T02:31:49Z,3430,Stress Relief,late night drive home,clickrow
2024-04-01T02:31:53Z,2570,Freaking Out the Neighborhood,Mac DeMarco,clickrow
2024-04-01T02:31:58Z,3800,Wild Enough,Elina,clickrow
2024-04-01T04:11:03Z,1250,Chamber Of Reflection,Mac DeMarco,clickrow
2024-04-01T14:27:52Z,55254,Choices,Yunk Vino,clickrow
2024-04-01T15:33:42Z,40680,emily,Jeremy Zucker,playbtn
2024-04-01T19:56:05Z,121384,TUMBÁTUM,Tropa do Bruxo,clickrow
2024-04-01T19:58:43Z,169846,Confessa,Dj Win,trackdone
2024-04-01T20:01:55Z,204461,Pede pra Botar,Dj Win,trackdone
2024-04-01T20:04:40Z,177268,Ninguém é de Ninguém,Dj Lv Mdp,trackdone
2024-04-01T20:07:39Z,190153,Quatro É Par,MC Vitin LC,trackdone
2024-04-01T20:09:52Z,146307,Profissão F0Da,Mc Delux,trackdone
2024-04-01T20:11:30Z,108923,"Ata, tá bom",Mc Gabzin,trackdone
2024-04-01T20:13:38Z,140307,Solto no Complexo,MC Vitin LC,trackdone
2024-04-01T20:59:46Z,60748,Última Vez,MC Tairon,trackdone
2024-04-02T14:30:19Z,11432,Última Vez,MC Tairon,appload
2024-04-02T14:32:05Z,108923,"Ata, tá bom",Mc Gabzin,clickrow
2024-04-02T14:33:20Z,84739,Solto no Complexo,MC Vitin LC,trackdone
2024-04-02T14:35:54Z,154001,Confessa,Dj Win,clickrow
2024-04-02T14:36:00Z,5302,Pede pra Botar,Dj Win,fwdbtn
2024-04-02T14:36:18Z,18791,Ninguém é de Ninguém,Dj Lv Mdp,fwdbtn
2024-04-02T14:36:24Z,5492,Quatro É Par,MC Vitin LC,fwdbtn
2024-04-02T14:36:31Z,6918,Profissão F0Da,Mc Delux,fwdbtn
